time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2022-01-20 19:00:00+01:00,1.2,-2.1,79.0,0.0,0.0,247.0,11.1,25.9,1030.3,0.0,2.0
2022-01-20 20:00:00+01:00,0.8,-1.9,82.0,0.0,0.0,241.0,11.1,25.9,1030.9,0.0,2.0
2022-01-20 21:00:00+01:00,0.4,-2.3,82.0,0.0,0.0,235.0,11.1,24.1,1031.4,0.0,2.0
2022-01-20 22:00:00+01:00,0.1,-2.5,83.0,0.0,0.0,233.0,11.1,24.1,1031.8,0.0,2.0
2022-01-20 23:00:00+01:00,0.2,-2.7,81.0,0.0,0.0,235.0,11.1,22.2,1032.2,0.0,2.0
2022-01-21 00:00:00+01:00,0.0,-2.7,82.0,0.0,0.0,233.0,9.3,18.5,1032.5,0.0,2.0
2022-01-21 01:00:00+01:00,-0.4,-2.6,85.0,0.0,0.0,234.0,9.3,16.7,1032.8,0.0,2.0
2022-01-21 02:00:00+01:00,-0.7,-2.8,86.0,0.0,0.0,226.0,9.3,16.7,1033.1,0.0,3.0
2022-01-21 03:00:00+01:00,-1.0,-2.7,88.0,0.0,0.0,227.0,9.3,14.8,1033.2,0.0,3.0
2022-01-21 04:00:00+01:00,-1.2,-2.9,88.0,0.0,0.0,227.0,9.3,14.8,1033.3,0.0,3.0
2022-01-21 05:00:00+01:00,-0.8,-2.5,88.0,0.0,0.0,234.0,7.4,13.0,1033.2,0.0,3.0
2022-01-21 06:00:00+01:00,-0.9,-2.6,88.0,0.0,0.0,226.0,9.3,16.7,1033.5,0.0,3.0
2022-01-21 07:00:00+01:00,-1.0,-2.7,88.0,0.0,0.0,223.0,9.3,20.4,1033.9,0.0,3.0
2022-01-21 08:00:00+01:00,-0.9,-3.0,86.0,0.0,0.0,220.0,9.3,22.2,1034.2,0.0,3.0
2022-01-21 09:00:00+01:00,-0.7,-2.9,85.0,0.0,0.0,218.0,9.3,22.2,1034.9,0.0,3.0
2022-01-21 10:00:00+01:00,-0.2,-2.6,84.0,0.0,0.0,220.0,11.1,24.1,1035.3,3.0,3.0
2022-01-21 11:00:00+01:00,0.6,-2.1,82.0,0.0,0.0,220.0,11.1,20.4,1035.4,18.0,3.0
2022-01-21 12:00:00+01:00,1.4,-2.0,78.0,0.0,0.0,224.0,11.1,22.2,1035.4,0.0,3.0
2022-01-21 13:00:00+01:00,1.9,-1.7,77.0,0.0,0.0,224.0,11.1,22.2,1035.2,15.0,3.0
2022-01-21 14:00:00+01:00,2.2,-2.0,74.0,0.0,0.0,221.0,11.1,24.1,1035.2,11.0,4.0
2022-01-21 15:00:00+01:00,2.1,-1.5,77.0,0.0,0.0,218.0,13.0,24.1,1035.1,12.0,4.0
2022-01-21 16:00:00+01:00,2.0,-1.6,77.0,0.1,0.0,208.0,13.0,24.1,1035.0,6.0,14.0
2022-01-21 17:00:00+01:00,1.7,-1.6,79.0,0.0,0.0,224.0,11.1,24.1,1035.3,0.0,14.0
2022-01-21 18:00:00+01:00,1.4,-1.2,83.0,0.1,0.0,220.0,13.0,25.9,1035.4,0.0,14.0
2022-01-21 19:00:00+01:00,1.1,-1.2,85.0,0.0,0.0,217.0,14.8,27.8,1035.5,0.0,14.0
2022-01-21 20:00:00+01:00,1.0,-0.9,87.0,0.1,0.0,212.0,14.8,29.6,1035.5,0.0,14.0
2022-01-21 21:00:00+01:00,1.0,-0.8,88.0,0.1,0.0,215.0,16.7,29.6,1035.5,0.0,14.0
2022-01-21 22:00:00+01:00,1.1,-0.7,88.0,0.1,0.0,215.0,16.7,29.6,1035.5,0.0,14.0
2022-01-21 23:00:00+01:00,1.6,-0.7,85.0,0.3,0.0,219.0,14.8,27.8,1035.4,0.0,12.0
2022-01-22 00:00:00+01:00,1.7,-0.6,85.0,0.2,0.0,220.0,16.7,27.8,1035.3,0.0,12.0
2022-01-22 01:00:00+01:00,1.6,-0.3,87.0,0.3,0.0,220.0,16.7,27.8,1034.8,0.0,12.0
2022-01-22 02:00:00+01:00,1.4,-0.4,88.0,0.2,0.0,214.0,16.7,27.8,1034.7,0.0,7.0
2022-01-22 03:00:00+01:00,1.5,-0.3,88.0,0.2,0.0,216.0,18.5,29.6,1034.4,0.0,12.0
2022-01-22 04:00:00+01:00,1.5,-0.1,89.0,0.2,0.0,218.0,18.5,29.6,1034.2,0.0,7.0
2022-01-22 05:00:00+01:00,1.7,-0.2,87.0,0.2,0.0,214.0,16.7,24.1,1034.0,0.0,7.0
2022-01-22 06:00:00+01:00,1.6,0.0,89.0,0.1,0.0,213.0,16.7,27.8,1034.0,0.0,7.0
2022-01-22 07:00:00+01:00,1.5,0.0,90.0,0.1,0.0,212.0,16.7,29.6,1034.4,0.0,7.0
2022-01-22 08:00:00+01:00,1.7,0.1,89.0,0.2,0.0,214.0,18.5,31.5,1034.6,0.0,7.0
2022-01-22 09:00:00+01:00,1.8,0.2,89.0,0.2,0.0,217.0,18.5,33.3,1035.3,0.0,7.0
2022-01-22 10:00:00+01:00,2.1,0.5,89.0,0.1,0.0,217.0,20.4,35.2,1035.6,0.0,7.0
2022-01-22 11:00:00+01:00,2.5,0.7,88.0,0.1,0.0,216.0,20.4,37.0,1035.5,0.0,7.0
2022-01-22 12:00:00+01:00,2.8,1.0,88.0,0.1,0.0,217.0,20.4,35.2,1035.7,0.0,7.0
2022-01-22 13:00:00+01:00,3.2,1.2,87.0,0.0,0.0,215.0,18.5,33.3,1035.5,0.0,7.0
2022-01-22 14:00:00+01:00,3.4,1.3,86.0,0.0,0.0,214.0,18.5,31.5,1035.6,0.0,7.0
2022-01-22 15:00:00+01:00,3.3,1.3,87.0,0.0,0.0,213.0,16.7,29.6,1035.5,0.0,7.0
2022-01-22 16:00:00+01:00,3.4,1.4,87.0,0.0,0.0,205.0,14.8,27.8,1035.5,0.0,7.0
2022-01-22 17:00:00+01:00,3.7,1.6,86.0,0.1,0.0,216.0,11.1,22.2,1035.8,0.0,7.0
2022-01-22 18:00:00+01:00,3.4,1.8,89.0,0.1,0.0,210.0,11.1,22.2,1036.0,0.0,7.0
2022-01-22 19:00:00+01:00,3.3,1.7,89.0,0.1,0.0,208.0,13.0,24.1,1036.1,0.0,7.0
2022-01-22 20:00:00+01:00,3.3,1.5,88.0,0.0,0.0,205.0,11.1,24.1,1036.2,0.0,7.0
2022-01-22 21:00:00+01:00,3.3,1.7,89.0,0.1,0.0,205.0,11.1,22.2,1036.2,0.0,7.0
2022-01-22 22:00:00+01:00,3.3,1.7,89.0,0.1,0.0,202.0,11.1,22.2,1036.3,0.0,7.0
2022-01-22 23:00:00+01:00,3.2,1.4,88.0,0.0,0.0,202.0,11.1,20.4,1036.2,0.0,4.0
2022-01-23 00:00:00+01:00,3.2,1.4,88.0,0.0,0.0,206.0,9.3,16.7,1036.1,0.0,4.0
2022-01-23 01:00:00+01:00,3.0,1.5,90.0,0.0,0.0,207.0,7.4,14.8,1035.7,0.0,4.0
2022-01-23 02:00:00+01:00,2.8,1.5,91.0,0.0,0.0,191.0,7.4,13.0,1035.7,0.0,4.0
2022-01-23 03:00:00+01:00,2.7,1.4,91.0,0.0,0.0,174.0,5.5,11.1,1035.6,0.0,4.0
2022-01-23 04:00:00+01:00,2.4,1.2,92.0,0.0,0.0,172.0,5.5,11.1,1035.5,0.0,4.0
2022-01-23 05:00:00+01:00,2.5,1.0,90.0,0.0,0.0,172.0,3.7,9.3,1035.1,0.0,4.0
2022-01-23 06:00:00+01:00,2.4,1.1,91.0,0.0,0.0,177.0,5.5,11.1,1035.2,0.0,4.0
2022-01-23 07:00:00+01:00,2.3,1.0,91.0,0.0,0.0,156.0,5.5,11.1,1035.4,0.0,4.0
2022-01-23 08:00:00+01:00,2.5,1.0,90.0,0.0,0.0,126.0,5.5,13.0,1035.7,0.0,4.0
2022-01-23 09:00:00+01:00,2.5,1.2,91.0,0.0,0.0,105.0,5.5,13.0,1036.2,0.0,4.0
2022-01-23 10:00:00+01:00,3.1,1.1,87.0,0.0,0.0,79.0,5.5,14.8,1036.4,0.0,4.0
2022-01-23 11:00:00+01:00,4.0,1.4,83.0,0.0,0.0,56.0,5.5,14.8,1036.6,0.0,4.0
2022-01-23 12:00:00+01:00,4.6,1.4,80.0,0.0,0.0,53.0,7.4,16.7,1036.6,0.0,4.0
2022-01-23 13:00:00+01:00,5.1,1.4,77.0,0.0,0.0,55.0,7.4,18.5,1036.3,0.0,4.0
2022-01-23 14:00:00+01:00,5.5,0.8,72.0,0.0,0.0,54.0,9.3,20.4,1035.9,0.0,4.0
2022-01-23 15:00:00+01:00,5.5,0.8,72.0,0.0,0.0,54.0,9.3,20.4,1035.5,2.0,4.0
2022-01-23 16:00:00+01:00,5.4,0.7,72.0,0.0,0.0,60.0,11.1,22.2,1035.3,0.0,4.0
2022-01-23 17:00:00+01:00,4.9,0.6,74.0,0.0,0.0,60.0,9.3,20.4,1035.2,0.0,3.0
2022-01-23 18:00:00+01:00,4.2,0.9,79.0,0.0,0.0,65.0,9.3,18.5,1035.3,0.0,3.0
2022-01-23 19:00:00+01:00,3.7,0.7,81.0,0.0,0.0,61.0,9.3,18.5,1035.3,0.0,4.0
2022-01-23 20:00:00+01:00,3.1,0.5,83.0,0.0,0.0,51.0,7.4,16.7,1035.4,0.0,4.0
2022-01-23 21:00:00+01:00,2.9,0.3,83.0,0.0,0.0,51.0,9.3,16.7,1035.5,0.0,3.0
2022-01-23 22:00:00+01:00,2.6,0.2,84.0,0.0,0.0,50.0,9.3,18.5,1035.4,0.0,3.0
2022-01-23 23:00:00+01:00,1.2,-1.1,85.0,0.0,0.0,35.0,7.4,16.7,1035.1,0.0,2.0
2022-01-24 00:00:00+01:00,0.7,-1.5,85.0,0.0,0.0,43.0,7.4,14.8,1035.2,0.0,2.0
2022-01-24 01:00:00+01:00,0.3,-1.5,88.0,0.0,0.0,43.0,7.4,13.0,1035.0,0.0,2.0
2022-01-24 02:00:00+01:00,0.0,-1.8,88.0,0.0,0.0,49.0,7.4,14.8,1035.1,0.0,2.0
2022-01-24 03:00:00+01:00,-0.1,-1.7,89.0,0.0,0.0,52.0,7.4,14.8,1035.0,0.0,2.0
2022-01-24 04:00:00+01:00,-0.3,-1.7,90.0,0.0,0.0,48.0,7.4,13.0,1034.9,0.0,2.0
2022-01-24 05:00:00+01:00,-0.6,-2.2,89.0,0.0,0.0,46.0,7.4,13.0,1034.8,0.0,2.0
2022-01-24 06:00:00+01:00,-0.5,-2.3,88.0,0.0,0.0,48.0,7.4,14.8,1034.8,0.0,2.0
2022-01-24 07:00:00+01:00,-0.7,-2.4,88.0,0.0,0.0,48.0,7.4,14.8,1034.6,0.0,2.0
2022-01-24 08:00:00+01:00,-0.2,-2.1,87.0,0.0,0.0,51.0,9.3,16.7,1034.6,0.0,2.0
2022-01-24 09:00:00+01:00,0.4,-1.8,85.0,0.0,0.0,57.0,11.1,18.5,1034.7,21.0,2.0
2022-01-24 10:00:00+01:00,1.4,-1.4,82.0,0.0,0.0,60.0,11.1,20.4,1034.9,54.0,2.0
2022-01-24 11:00:00+01:00,2.7,-1.7,73.0,0.0,0.0,39.0,9.3,20.4,1035.4,59.0,2.0
2022-01-24 12:00:00+01:00,3.7,-1.1,71.0,0.0,0.0,43.0,11.1,22.2,1035.0,60.0,2.0
2022-01-24 13:00:00+01:00,4.7,-0.7,68.0,0.0,0.0,47.0,13.0,24.1,1034.6,60.0,2.0
2022-01-24 14:00:00+01:00,5.3,-0.6,66.0,0.0,0.0,48.0,11.1,24.1,1033.9,60.0,2.0
2022-01-24 15:00:00+01:00,5.7,-0.4,65.0,0.0,0.0,48.0,11.1,22.2,1033.7,60.0,2.0
2022-01-24 16:00:00+01:00,5.6,-0.5,65.0,0.0,0.0,54.0,9.3,20.4,1033.7,60.0,2.0
2022-01-24 17:00:00+01:00,5.0,-0.4,68.0,0.0,0.0,58.0,7.4,14.8,1033.4,55.0,2.0
2022-01-24 18:00:00+01:00,3.7,-0.5,74.0,0.0,0.0,57.0,7.4,14.8,1033.7,0.0,2.0
2022-01-24 19:00:00+01:00,2.4,-0.7,80.0,0.0,0.0,50.0,7.4,14.8,1034.0,0.0,2.0
2022-01-24 20:00:00+01:00,1.7,-1.2,81.0,0.0,0.0,55.0,5.5,13.0,1034.2,0.0,1.0
2022-01-24 21:00:00+01:00,1.0,-1.2,85.0,0.0,0.0,59.0,5.5,13.0,1034.4,0.0,1.0
2022-01-24 22:00:00+01:00,0.4,-1.4,88.0,0.0,0.0,72.0,5.5,11.1,1034.6,0.0,1.0
2022-01-24 23:00:00+01:00,0.1,-1.7,88.0,0.0,0.0,50.0,3.7,11.1,1034.7,0.0,1.0
2022-01-25 00:00:00+01:00,-0.3,-1.7,90.0,0.0,0.0,56.0,3.7,9.3,1034.6,0.0,1.0
2022-01-25 01:00:00+01:00,-0.5,-1.9,90.0,0.0,0.0,62.0,3.7,7.4,1034.6,0.0,1.0
2022-01-25 02:00:00+01:00,-0.5,-2.3,88.0,0.0,0.0,64.0,3.7,7.4,1034.4,0.0,1.0
2022-01-25 03:00:00+01:00,-0.8,-2.2,90.0,0.0,0.0,70.0,3.7,5.5,1034.4,0.0,2.0
2022-01-25 04:00:00+01:00,-0.9,-2.2,91.0,0.0,0.0,74.0,3.7,7.4,1034.5,0.0,2.0
2022-01-25 05:00:00+01:00,-1.6,-2.6,93.0,0.0,0.0,103.0,3.7,5.5,1034.4,0.0,1.0
2022-01-25 06:00:00+01:00,-1.5,-2.6,92.0,0.0,0.0,115.0,3.7,9.3,1034.6,0.0,2.0
2022-01-25 07:00:00+01:00,-1.6,-2.6,93.0,0.0,0.0,132.0,3.7,9.3,1034.8,0.0,2.0
2022-01-25 08:00:00+01:00,-1.5,-2.5,93.0,0.0,0.0,127.0,3.7,11.1,1034.8,0.0,3.0
2022-01-25 09:00:00+01:00,-1.4,-2.4,93.0,0.0,0.0,130.0,5.5,11.1,1035.0,0.0,4.0
2022-01-25 10:00:00+01:00,-0.6,-2.2,89.0,0.0,0.0,145.0,5.5,11.1,1035.1,0.0,4.0
2022-01-25 11:00:00+01:00,0.1,-1.5,89.0,0.0,0.0,140.0,5.5,13.0,1035.6,0.0,4.0
2022-01-25 12:00:00+01:00,0.6,-1.2,88.0,0.0,0.0,164.0,5.5,13.0,1035.2,0.0,4.0
2022-01-25 13:00:00+01:00,1.1,-0.8,87.0,0.0,0.0,156.0,5.5,13.0,1034.7,0.0,4.0
2022-01-25 14:00:00+01:00,1.5,-0.8,85.0,0.0,0.0,184.0,5.5,13.0,1034.1,0.0,3.0
2022-01-25 15:00:00+01:00,1.6,-0.7,85.0,0.0,0.0,195.0,5.5,13.0,1033.8,0.0,3.0
2022-01-25 16:00:00+01:00,1.7,-0.7,84.0,0.0,0.0,204.0,5.5,13.0,1033.8,0.0,2.0
2022-01-25 17:00:00+01:00,2.1,-0.5,83.0,0.0,0.0,52.0,5.5,11.1,1033.6,0.0,2.0
2022-01-25 18:00:00+01:00,1.1,-0.7,88.0,0.0,0.0,40.0,5.5,11.1,1033.9,0.0,2.0
2022-01-25 19:00:00+01:00,0.3,-1.0,91.0,0.0,0.0,38.0,3.7,11.1,1034.2,0.0,2.0
2022-01-25 20:00:00+01:00,-0.1,-1.2,92.0,0.0,0.0,60.0,3.7,9.3,1034.3,0.0,2.0
2022-01-25 21:00:00+01:00,-0.5,-1.4,94.0,0.0,0.0,122.0,3.7,9.3,1034.2,0.0,2.0
2022-01-25 22:00:00+01:00,-0.9,-1.6,95.0,0.0,0.0,142.0,3.7,11.1,1034.1,0.0,4.0
2022-01-25 23:00:00+01:00,-1.3,-1.4,99.0,0.0,0.0,125.0,3.7,9.3,1034.6,0.0,2.0
2022-01-26 00:00:00+01:00,-1.7,-1.7,100.0,0.0,0.0,110.0,1.8,7.4,1034.5,0.0,4.0
2022-01-26 01:00:00+01:00,-1.9,-1.9,100.0,0.0,0.0,141.0,3.7,7.4,1034.6,0.0,4.0
2022-01-26 02:00:00+01:00,-2.0,-2.0,100.0,0.0,0.0,126.0,3.7,7.4,1034.7,0.0,4.0
2022-01-26 03:00:00+01:00,-1.9,-1.9,100.0,0.0,0.0,151.0,3.7,7.4,1034.7,0.0,4.0
2022-01-26 04:00:00+01:00,-2.0,-2.0,100.0,0.0,0.0,181.0,3.7,9.3,1034.7,0.0,4.0
2022-01-26 05:00:00+01:00,-1.9,-1.9,100.0,0.0,0.0,187.0,5.5,11.1,1034.5,0.0,4.0
2022-01-26 06:00:00+01:00,-1.8,-1.8,100.0,0.0,0.0,193.0,7.4,14.8,1034.3,0.0,4.0
2022-01-26 07:00:00+01:00,-1.8,-1.8,100.0,0.0,0.0,203.0,7.4,16.7,1034.4,0.0,4.0
2022-01-26 08:00:00+01:00,-1.7,-1.7,100.0,0.0,0.0,203.0,9.3,18.5,1034.6,0.0,4.0
2022-01-26 09:00:00+01:00,-1.6,-1.7,99.0,0.0,0.0,205.0,9.3,20.4,1034.9,0.0,4.0
2022-01-26 10:00:00+01:00,-0.9,-1.6,95.0,0.0,0.0,214.0,11.1,22.2,1035.1,0.0,4.0
2022-01-26 11:00:00+01:00,-0.6,-1.7,92.0,0.0,0.0,212.0,11.1,20.4,1035.1,0.0,4.0
2022-01-26 12:00:00+01:00,-0.4,-1.5,92.0,0.0,0.0,219.0,11.1,22.2,1035.0,0.0,4.0
2022-01-26 13:00:00+01:00,-0.2,-1.5,91.0,0.0,0.0,220.0,11.1,22.2,1034.7,0.0,4.0
2022-01-26 14:00:00+01:00,0.1,-1.7,88.0,0.0,0.0,222.0,13.0,22.2,1034.6,0.0,4.0
2022-01-26 15:00:00+01:00,0.2,-1.7,87.0,0.0,0.0,225.0,11.1,22.2,1034.6,0.0,4.0
2022-01-26 16:00:00+01:00,0.2,-1.7,87.0,0.0,0.0,217.0,11.1,20.4,1034.6,0.0,4.0
2022-01-26 17:00:00+01:00,0.5,-1.7,85.0,0.0,0.0,223.0,11.1,18.5,1034.6,0.0,4.0
2022-01-26 18:00:00+01:00,0.1,-1.8,87.0,0.0,0.0,213.0,11.1,20.4,1034.6,0.0,4.0
2022-01-26 19:00:00+01:00,-0.3,-2.1,88.0,0.0,0.0,214.0,11.1,20.4,1034.7,0.0,4.0
2022-01-26 20:00:00+01:00,-0.4,-2.0,89.0,0.0,0.0,218.0,11.1,20.4,1034.7,0.0,4.0
2022-01-26 21:00:00+01:00,-0.5,-2.1,89.0,0.0,0.0,217.0,11.1,18.5,1034.8,0.0,4.0
2022-01-26 22:00:00+01:00,-0.7,-2.1,90.0,0.0,0.0,217.0,11.1,20.4,1034.8,0.0,4.0
2022-01-26 23:00:00+01:00,-0.2,-2.4,85.0,0.0,0.0,207.0,11.1,20.4,1034.3,0.0,4.0
2022-01-27 00:00:00+01:00,-0.4,-2.6,85.0,0.0,0.0,210.0,11.1,18.5,1034.2,0.0,4.0
2022-01-27 01:00:00+01:00,-0.7,-2.8,86.0,0.0,0.0,211.0,11.1,20.4,1033.8,0.0,4.0
2022-01-27 02:00:00+01:00,-0.9,-3.0,86.0,0.0,0.0,210.0,11.1,20.4,1033.8,0.0,4.0
2022-01-27 03:00:00+01:00,-0.9,-3.0,86.0,0.0,0.0,209.0,13.0,20.4,1033.7,0.0,4.0
2022-01-27 04:00:00+01:00,-1.1,-3.0,87.0,0.0,0.0,210.0,13.0,22.2,1033.3,0.0,4.0
2022-01-27 05:00:00+01:00,-0.7,-2.9,85.0,0.0,0.0,207.0,13.0,22.2,1033.1,0.0,4.0
2022-01-27 06:00:00+01:00,-0.9,-3.1,85.0,0.0,0.0,209.0,13.0,25.9,1032.9,0.0,4.0
2022-01-27 07:00:00+01:00,-0.9,-3.1,85.0,0.0,0.0,209.0,14.8,29.6,1032.7,0.0,4.0
2022-01-27 08:00:00+01:00,-1.0,-3.2,85.0,0.0,0.0,210.0,14.8,31.5,1032.6,0.0,4.0
2022-01-27 09:00:00+01:00,-0.8,-3.3,83.0,0.0,0.0,217.0,18.5,31.5,1032.4,0.0,4.0
